18 Char ID,Region,Membership Status,Gender,Age,YPO/YPO Gold,Profile Completion %,Code of Conduct Accepted?,Forums,Networks,Tenure,Renewal Status
00361000010uAV6AAM,Europe,Member,Male,58,YPO Gold,80,1,2,23,17,Closed Won
00361000010urYkAAI,Latin America,Member,Male,56,YPO Gold,73.3,1,2,4,9,Closed Won
00361000010u86YAAQ,Latin America,Member,Male,53,YPO Gold,80,0,1,3,14,Closed Won
00361000010uWxfAAE,Australia/New Zealand,Member,Male,56,YPO Gold,66.7,1,1,2,10,Closed Won
00361000017sfTkAAI,Canada,Member,Female,42,YPO,80,1,1,8,5,Closed Won
00361000010uWjPAAU,Latin America,Member,Male,51,YPO Gold,80,1,1,5,7,Closed Won
00361000010u6KKAAY,Europe,Member,Female,64,YPO Gold,80,1,1,13,16,Closed Won
00361000010urP1AAI,Europe,Member,Female,41,YPO,66.7,1,1,9,9,Closed Won
00361000010hUC7AAM,Europe,Member,Male,56,YPO Gold,86.7,1,1,3,12,Closed Won
00361000010urndAAA,Latin America,Member,Male,50,YPO,80,1,4,9,5,Closed Won
0036100001YFbQmAAL,Europe,Member,Male,44,YPO,60,1,2,2,4,Closed Won
00361000010urnLAAQ,Canada,Member,Male,45,YPO,73.3,1,1,4,5,Closed Won
00361000010u5FtAAI,Latin America,Member,Male,63,YPO Gold,73.3,1,0,4,23,Closed Won
00361000010uXuNAAU,Europe,Member,Female,52,YPO Gold,80,1,2,8,8,Closed Won
00361000010uBQOAA2,Canada,Member,Male,69,YPO Gold,46.7,1,0,0,23,Closed Won
00361000010uXuHAAU,Australia/New Zealand,Member,Male,50,YPO,86.7,1,1,7,9,Closed Won
3.610000175E+86AAC,Europe,Member,Male,49,YPO,66.7,1,1,3,5,Closed Won
00361000010urqXAAQ,Europe,Member,Male,52,YPO Gold,80,1,1,0,12,Closed Won
00361000010hSibAAE,Europe,Member,Male,62,YPO Gold,86.7,1,1,1,20,Closed Won
00361000010uXMIAA2,Europe,Member,Male,53,YPO Gold,66.7,1,1,1,10,Closed Won
00361000010hUCGAA2,Latin America,Member,Male,52,YPO Gold,86.7,1,1,16,12,Closed Won
00361000010urnKAAQ,Europe,Member,Female,37,YPO,80,1,0,8,5,Closed Won
0034M00001nt06SQAQ,Latin America,Member,Male,49,YPO,46.7,1,1,3,2,Closed Won
00361000010uWptAAE,Canada,Member,Male,49,YPO,80,1,2,21,7,Closed Won
00361000010hSiVAAU,Europe,Member,Male,57,YPO Gold,80,1,1,2,21,Closed Won
00361000010uY30AAE,Latin America,Member,Male,54,YPO Gold,80,1,1,10,9,Closed Won
0034M00001nrCACQA2,Canada,Member,Male,40,YPO,20,1,1,1,2,Closed Won
00361000010uY4WAAU,Canada,Member,Male,49,YPO,60,1,1,1,10,Closed Won
00361000010hSatAAE,Europe,Member,Male,66,YPO Gold,80,1,0,2,28,Closed Won
00361000010urs5AAA,Europe,Member,Male,54,YPO Gold,93.3,1,1,4,12,Closed Won
00361000010u7PgAAI,Europe,Member,Female,57,YPO Gold,93.3,1,2,12,12,Closed Won
00361000010urifAAA,Latin America,Member,Male,51,YPO Gold,86.7,1,1,3,5,Closed Won
00361000010u6hpAAA,Europe,Member,Male,60,YPO Gold,73.3,1,1,3,24,Closed Won
0036100001VcHyQAAV,Europe,Member,Female,48,YPO,80,1,1,14,4,Closed Won
00361000010u71fAAA,Canada,Member,Male,67,YPO Gold,66.7,1,0,5,27,Closed Won
0036100001QMSjZAAX,Australia/New Zealand,Member,Male,49,YPO,80,1,1,5,4,Closed Won
0034M00001vJqh0QAC,Latin America,Member,Male,41,YPO,33.3,1,1,1,2,Closed Won
00361000010hTFjAAM,Canada,Member,Male,66,YPO Gold,60,1,1,0,25,Closed Won
00361000010u4jLAAQ,Canada,Member,Male,47,YPO,53.3,1,1,4,6,Closed Won
0036100001iLS8rAAG,Europe,Member,Female,43,YPO,26.7,1,0,1,3,Closed Won
00361000010hT3IAAU,Latin America,Member,Male,62,YPO Gold,80,1,1,5,20,Closed Won
00361000010hSAKAA2,Europe,Member,Female,54,YPO Gold,60,1,1,0,8,Closed Won
0034M00001nsE5SQAU,Canada,Member,Male,34,YPO,40,1,1,3,2,Closed Won
0036100001jU6hXAAS,Canada,Member,Male,41,YPO,26.7,1,2,2,3,Closed Won
0034M00001nqfQ3QAI,Europe,Pending Reinstatement,Female,37,YPO,40,0,0,10,1,Closed Lost
0036100001WF4j4AAD,Europe,Member,Male,41,YPO,80,1,1,2,4,Closed Won
0034M00001zus1lQAA,Europe,Member,Male,36,YPO,40,1,1,9,1,Closed Won
00361000010u70eAAA,Latin America,Member,Male,61,YPO Gold,93.3,1,0,2,16,Closed Won
00361000010u93sAAA,Canada,Member,Male,57,YPO Gold,80,1,0,3,21,Closed Won
0036100001VcC81AAF,Africa,Member,Male,34,YPO,60,0,1,2,4,Closed Won
00361000010u6grAAA,Canada,Member,Male,59,YPO Gold,80,1,2,2,24,Closed Won
0036100001S7tutAAB,Canada,Pending Reinstatement,Male,46,YPO,53.3,0,0,0,3,Not Started
0034M00001zurfiQAA,Europe,Pending Reinstatement,Male,47,YPO,46.7,0,1,3,,Closed Lost
00361000010hSVSAA2,Europe,Member,Male,54,YPO Gold,86.7,1,2,29,9,Closed Won
0034M00001nr7UtQAI,Latin America,Member,Male,41,YPO,26.7,1,1,2,2,Closed Won
0034M00001qJeXPQA0,Africa,Member,Male,47,YPO,26.7,0,1,0,2,Closed Won
00361000010u51qAAA,Latin America,Member,Male,74,YPO Gold,73.3,1,1,1,27,Closed Won
0034M00001qHiHAQA0,Latin America,Member,Male,37,YPO,40,0,1,3,2,Closed Won
00361000010uAnnAAE,Europe,Pending Reinstatement,Male,48,YPO,80,1,0,8,9,Closed Lost
0036100001QMn9CAAT,Africa,Member,Female,39,YPO,80,1,1,17,4,Closed Won
00361000010u93vAAA,Latin America,Member,Male,63,YPO Gold,93.3,1,1,3,23,Closed Won
0036100001WF4mrAAD,Europe,Member,Female,43,YPO,60,1,1,5,4,Closed Won
00361000010u9HlAAI,Europe,Member,Male,53,YPO Gold,53.3,0,0,8,9,Closed Won
0036100001Tthq1AAB,Europe,Member,Male,49,YPO,73.3,1,1,6,3,Closed Won
0034M00001nrASKQA2,Africa,Member,Male,41,YPO,33.3,1,1,2,2,Closed Won
0034M00001qHmJhQAK,Latin America,Pending Reinstatement,Male,47,YPO,26.7,0,0,2,1,Not Started
00361000010u9uTAAQ,Europe,Member,Male,49,YPO,73.3,1,1,10,10,Closed Won
0034M00001qII7lQAG,Latin America,Member,Male,47,YPO,53.3,1,1,10,2,Closed Won
00361000010u8JSAAY,Latin America,Member,Male,51,YPO Gold,93.3,1,1,5,11,Closed Won
0036100001WFjDwAAL,Europe,Member,Male,43,YPO,86.7,1,2,6,4,Closed Won
00361000010u6lCAAQ,Europe,Member,Male,52,YPO Gold,66.7,1,1,1,9,Closed Won
0036100001iKzPrAAK,Europe,Member,Male,42,YPO,46.7,1,1,1,3,Closed Won
00361000010uAy1AAE,Latin America,Member,Male,50,YPO,86.7,1,1,4,9,Closed Won
00361000010u6acAAA,Latin America,Member,Male,55,YPO Gold,80,1,2,5,17,Closed Won
00361000010u8KPAAY,Latin America,Member,Male,58,YPO Gold,86.7,1,1,0,19,Closed Won
0036100001T1VZWAA3,Latin America,Member,Male,48,YPO,80,1,1,2,4,Closed Won
0034M00001vLMEgQAO,Africa,Member,Female,42,YPO,53.3,1,1,3,2,Closed Won
0036100001gVEdMAAW,Australia/New Zealand,Member,Male,48,YPO,33.3,1,1,4,3,Closed Won
00361000010u9HqAAI,Canada,Member,Male,54,YPO Gold,86.7,1,1,3,9,Closed Won
0034M000021txBhQAI,Europe,Member,Female,35,YPO,26.7,1,1,2,1,Closed Won
0036100001jTvL2AAK,Canada,Member,Male,49,YPO,46.7,1,1,5,3,Closed Won
0036100001iL8R9AAK,Africa,Member,Male,43,YPO,46.7,1,1,4,3,Closed Won
00361000010u6lBAAQ,Latin America,Member,Male,56,YPO Gold,66.7,1,1,1,10,Closed Won
00361000010u7uuAAA,Europe,Member,Male,75,YPO Gold,66.7,1,0,0,11,Closed Won
00361000010u9mtAAA,Canada,Member,Male,45,YPO,66.7,1,1,7,5,Closed Won
0036100001S82XQAAZ,Europe,Member,Male,47,YPO,73.3,1,1,2,4,Closed Won
0034M00001nsBkRQAU,Latin America,Member,Male,46,YPO,33.3,1,1,3,2,Closed Won
0036100001QN9fdAAD,Latin America,Member,Female,38,YPO,66.7,1,1,7,4,Closed Won
00361000010u4zVAAQ,Latin America,Member,Male,55,YPO Gold,86.7,1,0,1,12,Closed Won
0036100001gVy5eAAC,Africa,Member,Male,37,YPO,53.3,1,1,3,3,Closed Won
00361000010u4z7AAA,Europe,Member,Male,55,YPO Gold,86.7,1,0,1,15,Closed Won
00361000010hTRtAAM,Australia/New Zealand,Member,Male,69,YPO Gold,66.7,1,1,6,36,Closed Won
00361000010u93NAAQ,Latin America,Member,Male,65,YPO Gold,66.7,1,1,1,23,Closed Won
0034M00001qIihOQAS,Canada,Member,Male,43,YPO,26.7,1,1,3,2,Closed Won
00361000010u5mbAAA,Africa,Member,Male,54,YPO Gold,86.7,1,1,3,9,Closed Won
0034M00001nrk3QQAQ,Latin America,Honorary Member,Male,45,YPO,20,0,0,0,2,Closed Won
00361000010u8WBAAY,Latin America,Member,Male,38,YPO,73.3,0,0,1,5,Closed Won
00361000010hSV5AAM,Australia/New Zealand,Member,Male,66,YPO Gold,73.3,1,1,1,32,Closed Won
00361000010uAR6AAM,Latin America,Member,Male,52,YPO Gold,86.7,1,1,5,10,Closed Won
0036100001iLUuDAAW,Canada,Member,Male,38,YPO,33.3,1,2,11,3,Closed Won
00361000010u5mWAAQ,Africa,Member,Male,64,YPO Gold,86.7,1,1,9,19,Closed Won
00361000010u8N3AAI,Europe,Member,Male,47,YPO,86.7,1,1,9,10,Closed Won
0034M00001nqhSAQAY,Africa,Member,Male,36,YPO,26.7,1,1,3,2,Closed Won
0036100001gVUCFAA4,Europe,Member,Male,46,YPO,46.7,1,0,4,3,Closed Won
0034M00001nsgZGQAY,Africa,Member,Male,39,YPO,26.7,1,1,5,2,Closed Won
00361000010hSV1AAM,Australia/New Zealand,Member,Male,70,YPO Gold,53.3,1,1,2,27,Closed Won
00361000010u9JwAAI,Australia/New Zealand,Member,Male,41,YPO,86.7,1,1,0,9,Closed Won
00361000010u7v0AAA,Europe,Member,Male,67,YPO Gold,80,1,1,9,30,Closed Won
0034M00001nsEFXQA2,Latin America,Member,Male,49,YPO,40,1,1,2,2,Closed Won
0036100001T1rmCAAR,Europe,Member,Male,33,YPO,60,1,1,7,4,Closed Won
00361000014fSZJAA2,Africa,Member,Male,41,YPO,66.7,1,1,10,5,Closed Won
0036100001QMjJ9AAL,Europe,Member,Male,41,YPO,80,1,1,5,3,Closed Won
0034M00001nsEKrQAM,Australia/New Zealand,Pending Reinstatement,Female,44,YPO,26.7,0,0,3,1,Closed Lost
0036100001TtIc2AAF,Latin America,Member,Male,42,YPO,80,1,1,5,4,Closed Won
00361000010uAVLAA2,Australia/New Zealand,Member,Male,62,YPO Gold,80,1,1,0,17,Closed Won
00361000010u78gAAA,Australia/New Zealand,Member,Male,62,YPO Gold,66.7,1,1,4,17,Closed Won
0034M00001zvNQJQA2,Australia/New Zealand,Member,Male,46,YPO,53.3,1,1,7,1,Closed Won
0036100001VbY3SAAV,Canada,Member,Male,36,YPO,60,1,1,2,3,Closed Won
00361000010uATwAAM,Canada,Member,Male,72,YPO Gold,66.7,1,0,0,16,Closed Won
0036100001T3N7EAAV,Africa,Member,Male,48,YPO,73.3,1,2,12,4,Closed Won
00361000010u83fAAA,Europe,Member,Male,85,YPO Gold,53.3,1,1,2,14,Closed Won
00361000010hSVDAA2,Australia/New Zealand,Member,Male,76,YPO Gold,33.3,1,1,2,21,Closed Won
00361000010u8WEAAY,Latin America,Member,Female,34,YPO,73.3,1,0,4,5,Closed Won
00361000010u78fAAA,Australia/New Zealand,Member,Female,57,YPO Gold,53.3,1,1,6,17,Closed Won
00361000010uAxeAAE,Canada,Member,Male,74,YPO Gold,40,0,0,2,27,Closed Won
00361000010u8N4AAI,Europe,Pending Reinstatement,Female,43,YPO,80,1,2,4,3,In Progress
0036100001ZIEoZAAX,Europe,Member,Male,38,YPO,73.3,1,1,7,4,Closed Won
0036100001gVWMZAA4,Europe,Member,Male,49,YPO,46.7,1,0,15,3,Closed Won
00361000010u86iAAA,Europe,Member,Male,54,YPO Gold,60,1,1,3,13,Closed Won
0036100001S82dAAAR,Europe,Member,Male,45,YPO,53.3,1,1,6,4,Closed Won
00361000010uAz7AAE,Latin America,Member,Male,43,YPO,86.7,1,0,2,8,Closed Won
0036100001iL8J5AAK,Africa,Member,Male,42,YPO,46.7,1,1,9,2,Closed Won
0034M00001nr4AOQAY,Latin America,Member,Male,40,YPO,40,1,2,1,2,Closed Won
0036100001iLSAdAAO,Europe,Member,Male,47,YPO,40,1,2,2,3,Closed Won
00361000010uACJAA2,Canada,Member,Male,62,YPO Gold,80,1,1,5,18,Closed Won
0036100001QMj60AAD,Europe,Member,Male,48,YPO,80,1,3,4,4,Closed Won
0036100001b87s1AAA,Europe,Member,Male,48,YPO,33.3,1,0,4,3,Closed Won
0036100001T1rhqAAB,Africa,Member,Male,43,YPO,66.7,1,1,12,4,Closed Won
00361000010hTaGAAU,Africa,Member,Male,57,YPO Gold,53.3,1,1,6,11,Closed Won
00361000010hT6EAAU,Latin America,Member,Male,47,YPO,80,1,2,4,18,Closed Won
00361000017u1fpAAA,Australia/New Zealand,Member,Male,49,YPO,86.7,1,1,7,5,Closed Won
0036100001T2S3NAAV,Latin America,Member,Male,44,YPO,66.7,1,1,5,4,Closed Won
0034M00001sN25mQAC,Europe,Member,Male,43,YPO,33.3,1,1,1,2,Closed Won
0036100001gV4FYAA0,Africa,Member,Male,43,YPO,46.7,0,0,5,3,Closed Won
00361000010uB1iAAE,Europe,Member,Male,59,YPO Gold,73.3,1,1,18,17,Closed Won
00361000013zLn6AAE,Europe,Member,Male,39,YPO,66.7,1,2,0,5,Closed Won
00361000010u5FzAAI,Latin America,Member,Male,70,YPO Gold,73.3,1,1,2,18,Closed Won
0036100001S83UJAAZ,Europe,Member,Male,41,YPO,73.3,1,1,5,4,Closed Won
0036100001Yp4iaAAB,Europe,Member,Male,37,YPO,60,1,1,0,4,Closed Won
0036100001T2VLdAAN,Canada,Member,Female,46,YPO,80,1,2,2,4,Closed Won
00361000010u8EMAAY,Europe,Member,Male,68,YPO Gold,53.3,1,1,0,19,Closed Won
0034M00001zuVtEQAU,Latin America,Member,Male,48,YPO,33.3,1,1,2,1,Closed Won
0034M00001ns9abQAA,Europe,Member,Male,43,YPO,26.7,1,2,3,2,Closed Won
0036100001iLYfKAAW,Europe,Member,Male,37,YPO,26.7,0,1,0,2,Closed Won
0034M000020OxIGQA0,Europe,Member,Male,42,YPO,53.3,1,1,8,1,Closed Won
00361000010u8ZfAAI,Europe,Member,Male,61,YPO Gold,80,1,2,7,25,Closed Won
00361000010uKvGAAU,Canada,Member,Male,48,YPO,73.3,1,1,13,14,Closed Won
0036100001P3QjnAAF,Europe,Member,Female,43,YPO,60,0,1,2,4,Closed Won
00361000010uJDoAAM,Europe,Member,Female,51,YPO Gold,73.3,1,0,0,14,Closed Won
0034M00001qIeiVQAS,Latin America,Member,Male,42,YPO,26.7,1,1,5,2,Closed Won
0034M000021u0RvQAI,Europe,Member,Male,41,YPO,46.7,1,1,5,1,Closed Won
0036100001WEyeHAAT,Latin America,Member,Male,51,YPO Gold,86.7,1,0,9,4,Closed Won
00361000010hSbyAAE,Australia/New Zealand,Member,Male,65,YPO Gold,60,1,1,2,27,Closed Won
00361000010hSTrAAM,Latin America,Member,Male,68,YPO Gold,60,1,1,3,25,Closed Won
0034M00001rWT1rQAG,Canada,Member,Male,42,YPO,33.3,1,1,4,2,Closed Won
0034M00001nrAPHQA2,Africa,Honorary Member,Female,51,YPO,33.3,0,0,1,1,Not Started
0036100001gV965AAC,Latin America,Member,Male,41,YPO,53.3,1,1,4,3,Closed Won
0034M00001q8MA0QAM,Latin America,Member,Male,43,YPO,20,1,1,3,2,Closed Won
0036100001T2cdXAAR,Europe,Member,Female,49,YPO,60,0,1,0,4,Closed Won
00361000010uLQjAAM,Latin America,Member,Female,56,YPO Gold,86.7,1,3,14,13,Closed Won
00361000010hSTvAAM,Latin America,Member,Male,72,YPO Gold,86.7,0,0,0,20,Closed Won
00361000010uKPCAA2,Latin America,Member,Female,53,YPO Gold,93.3,1,1,18,13,Closed Won
0036100001P3Q1IAAV,Europe,Member,Male,36,YPO,73.3,1,0,4,4,Closed Won
00361000010uLQpAAM,Australia/New Zealand,Member,Male,52,YPO Gold,80,1,1,5,13,Closed Won
0036100001gVZi4AAG,Europe,Member,Male,40,YPO,46.7,1,1,22,3,Closed Won
00361000010u7L2AAI,Canada,Member,Male,66,YPO Gold,66.7,1,1,5,23,Closed Won
00361000010hSWCAA2,Canada,Member,Male,65,YPO Gold,93.3,1,6,30,31,Closed Won
0034M000020OyuZQAS,Europe,Member,Male,45,YPO,53.3,1,1,3,1,Closed Won
00361000010u6auAAA,Canada,Member,Male,46,YPO,93.3,1,1,0,10,Closed Won
0036100001P8wkzAAB,Africa,Member,Male,45,YPO,80,1,1,4,4,Closed Won
0036100001gVWuVAAW,Latin America,Member,Male,47,YPO,40,1,1,7,3,Closed Won
0034M000020P0kbQAC,Canada,Member,Male,46,YPO,40,1,1,8,1,Closed Won
0034M00001qIb1rQAC,Canada,Member,Female,43,YPO,26.7,1,1,3,2,Closed Won
00361000010uKPKAA2,Latin America,Member,Male,52,YPO Gold,80,1,2,2,13,Closed Won
0036100001gV3ITAA0,Africa,Member,Male,43,YPO,46.7,1,1,7,3,Closed Won
00361000010uKPGAA2,Europe,Member,Male,48,YPO,86.7,1,1,1,13,Closed Won
0036100001VcI6TAAV,Europe,Member,Male,41,YPO,66.7,1,1,1,4,Closed Won
00361000010uKqgAAE,Europe,Member,Male,60,YPO Gold,86.7,1,1,7,28,Closed Won
0034M00001qIM8LQAW,Europe,Member,Male,49,YPO,33.3,1,1,1,2,Closed Won
00361000010u7P8AAI,Europe,Member,Male,48,YPO,73.3,1,1,3,13,Closed Won
00361000010hSMoAAM,Europe,Member,Male,51,YPO Gold,86.7,1,1,8,11,Closed Won
0036100001MXoxcAAD,Latin America,Member,Male,47,YPO,80,1,1,0,4,Closed Won
0036100001P3SAtAAN,Europe,Member,Female,46,YPO,66.7,0,1,5,4,Closed Won
00361000010uJtwAAE,Canada,Member,Male,58,YPO Gold,73.3,1,0,7,14,Closed Won
0036100001gW9XUAA0,Latin America,Member,Male,46,YPO,26.7,1,1,8,3,Closed Won
0034M000020P7KzQAK,Europe,Member,Male,36,YPO,40,1,2,3,1,Closed Won
